year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,cancel_rate,total_delay_minutes,period
2022,7,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",33.0,2.0,0.92,1.0,0.08,0.0,0.0,0.0,0.0,129.0,98.0,23.0,8.0,0.0,0.0,0.06060606060606061,0.0,129.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",78.0,25.0,11.8,0.72,5.01,0.0,7.48,0.0,0.0,1664.0,887.0,52.0,224.0,0.0,501.0,0.32051282051282054,0.0,1664.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",124.0,19.0,5.84,1.0,6.76,0.0,5.4,5.0,4.0,1523.0,388.0,35.0,511.0,0.0,589.0,0.1532258064516129,0.04032258064516129,1523.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",67.0,10.0,1.32,1.0,2.4,1.0,4.28,0.0,1.0,657.0,103.0,82.0,93.0,25.0,354.0,0.14925373134328357,0.0,657.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",174.0,30.0,18.1,5.75,3.6,0.0,2.55,1.0,0.0,2462.0,1686.0,310.0,139.0,0.0,327.0,0.1724137931034483,0.005747126436781609,2462.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",114.0,16.0,3.7,1.82,2.33,0.0,8.15,5.0,0.0,1145.0,131.0,207.0,64.0,0.0,743.0,0.14035087719298245,0.043859649122807015,1145.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2219.0,470.0,111.62,23.02,129.81,0.0,205.56,8.0,10.0,41843.0,18321.0,1554.0,7029.0,0.0,14939.0,0.2118071203244705,0.003605227579990987,41843.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",17.0,3.0,1.69,0.0,1.31,0.0,0.0,0.0,0.0,73.0,43.0,0.0,30.0,0.0,0.0,0.17647058823529413,0.0,73.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",37.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,301.0,279.0,22.0,0.0,0.0,0.0,0.10810810810810811,0.08108108108108109,301.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59.0,13.0,3.82,1.0,6.0,0.0,2.18,7.0,0.0,630.0,195.0,20.0,321.0,0.0,94.0,0.22033898305084745,0.11864406779661017,630.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",70.0,10.0,7.93,1.0,1.0,0.0,0.07,0.0,1.0,477.0,392.0,64.0,15.0,0.0,6.0,0.14285714285714285,0.0,477.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.0,6.0,2.47,0.0,2.53,0.0,1.0,0.0,0.0,219.0,150.0,0.0,51.0,0.0,18.0,0.1935483870967742,0.0,219.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",183.0,33.0,13.06,0.11,8.45,0.0,11.38,22.0,0.0,2615.0,633.0,22.0,974.0,0.0,986.0,0.18032786885245902,0.12021857923497267,2615.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",54.0,12.0,4.58,0.97,4.62,0.0,1.83,8.0,0.0,724.0,151.0,283.0,217.0,0.0,73.0,0.2222222222222222,0.14814814814814814,724.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",26.0,5.0,2.28,0.0,1.72,0.0,1.0,0.0,0.0,122.0,48.0,0.0,48.0,0.0,26.0,0.19230769230769232,0.0,122.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",214.0,56.0,18.94,2.81,20.68,0.0,13.57,23.0,0.0,3797.0,1286.0,302.0,1125.0,0.0,1084.0,0.2616822429906542,0.10747663551401869,3797.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",344.0,72.0,22.11,1.94,20.21,0.0,27.74,21.0,0.0,7217.0,3628.0,119.0,1011.0,0.0,2459.0,0.20930232558139536,0.061046511627906974,7217.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",88.0,13.0,6.09,0.66,2.13,0.0,4.12,0.0,1.0,846.0,276.0,136.0,40.0,0.0,394.0,0.14772727272727273,0.0,846.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",176.0,31.0,16.58,2.0,6.5,0.0,5.92,14.0,0.0,1344.0,773.0,81.0,199.0,0.0,291.0,0.17613636363636365,0.07954545454545454,1344.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",177.0,24.0,8.62,1.4,8.53,0.0,5.45,14.0,0.0,1433.0,758.0,105.0,345.0,0.0,225.0,0.13559322033898305,0.07909604519774012,1433.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",111.0,21.0,7.47,0.0,6.59,0.0,6.94,11.0,0.0,1705.0,417.0,0.0,778.0,0.0,510.0,0.1891891891891892,0.0990990990990991,1705.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",29.0,14.0,1.16,0.68,8.0,0.0,4.16,1.0,0.0,1218.0,60.0,506.0,282.0,0.0,370.0,0.4827586206896552,0.034482758620689655,1218.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",116.0,30.0,11.04,0.41,8.85,0.0,9.7,0.0,1.0,1928.0,1076.0,17.0,347.0,0.0,488.0,0.25862068965517243,0.0,1928.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",139.0,31.0,7.85,1.62,14.06,0.0,7.47,5.0,1.0,1747.0,455.0,242.0,564.0,0.0,486.0,0.22302158273381295,0.03597122302158273,1747.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",216.0,40.0,10.23,1.25,13.66,0.0,14.86,13.0,3.0,3671.0,909.0,104.0,647.0,0.0,2011.0,0.18518518518518517,0.06018518518518518,3671.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",96.0,15.0,8.26,0.73,3.05,0.0,2.96,0.0,0.0,913.0,558.0,27.0,84.0,0.0,244.0,0.15625,0.0,913.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",379.0,64.0,19.79,1.5,14.82,0.0,27.89,33.0,0.0,5613.0,1445.0,392.0,777.0,0.0,2999.0,0.16886543535620052,0.0870712401055409,5613.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",291.0,67.0,24.81,2.75,23.87,0.0,15.57,28.0,0.0,4614.0,1740.0,276.0,1320.0,0.0,1278.0,0.23024054982817868,0.09621993127147767,4614.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",31.0,5.0,2.01,0.0,2.99,0.0,0.0,0.0,0.0,349.0,164.0,0.0,185.0,0.0,0.0,0.16129032258064516,0.0,349.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",65.0,15.0,4.9,0.01,7.88,0.0,2.2,0.0,1.0,1027.0,381.0,2.0,312.0,0.0,332.0,0.23076923076923078,0.0,1027.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",87.0,12.0,7.06,0.26,2.44,0.0,2.24,0.0,0.0,611.0,431.0,9.0,66.0,0.0,105.0,0.13793103448275862,0.0,611.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",555.0,96.0,27.94,2.58,31.23,0.0,34.25,33.0,0.0,7574.0,2371.0,168.0,2201.0,0.0,2834.0,0.17297297297297298,0.05945945945945946,7574.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",93.0,8.0,3.02,0.0,1.16,0.93,2.89,0.0,0.0,581.0,149.0,0.0,57.0,116.0,259.0,0.08602150537634409,0.0,581.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",44.0,8.0,3.36,0.24,3.92,0.0,0.48,0.0,0.0,504.0,127.0,11.0,318.0,0.0,48.0,0.18181818181818182,0.0,504.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",171.0,32.0,9.28,2.81,17.36,0.0,2.55,13.0,0.0,2403.0,1409.0,174.0,614.0,0.0,206.0,0.1871345029239766,0.07602339181286549,2403.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",87.0,21.0,8.49,2.13,1.04,0.0,9.34,0.0,0.0,2058.0,1121.0,88.0,49.0,0.0,800.0,0.2413793103448276,0.0,2058.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",31.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,444.0,325.0,0.0,96.0,0.0,23.0,0.0967741935483871,0.0,444.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",202.0,32.0,15.42,0.0,6.25,0.0,10.33,2.0,0.0,2151.0,859.0,0.0,292.0,0.0,1000.0,0.15841584158415842,0.009900990099009901,2151.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1392.0,216.0,75.45,8.98,30.41,0.0,101.16,14.0,2.0,19985.0,9908.0,453.0,1128.0,0.0,8496.0,0.15517241379310345,0.010057471264367816,19985.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",36.0,6.0,4.91,0.0,0.54,0.0,0.56,1.0,0.0,339.0,271.0,0.0,20.0,0.0,48.0,0.16666666666666666,0.027777777777777776,339.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",121.0,14.0,2.76,1.0,9.26,0.0,0.97,19.0,0.0,1353.0,84.0,147.0,980.0,0.0,142.0,0.11570247933884298,0.15702479338842976,1353.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",36.0,4.0,1.81,0.0,2.19,0.0,0.0,0.0,0.0,149.0,37.0,0.0,112.0,0.0,0.0,0.1111111111111111,0.0,149.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",33.0,6.0,1.94,0.0,0.0,0.0,4.06,0.0,0.0,701.0,185.0,0.0,0.0,0.0,516.0,0.18181818181818182,0.0,701.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",31.0,5.0,2.0,0.0,1.04,0.0,1.96,1.0,0.0,495.0,114.0,0.0,33.0,0.0,348.0,0.16129032258064516,0.03225806451612903,495.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",78.0,19.0,7.9,0.0,5.62,0.0,5.48,12.0,0.0,1590.0,785.0,0.0,244.0,0.0,561.0,0.24358974358974358,0.15384615384615385,1590.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",103.0,32.0,12.44,2.53,8.62,0.0,8.42,6.0,0.0,2288.0,802.0,191.0,382.0,0.0,913.0,0.3106796116504854,0.05825242718446602,2288.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",100.0,21.0,6.02,0.31,5.23,0.0,9.44,10.0,0.0,1485.0,350.0,27.0,214.0,0.0,894.0,0.21,0.1,1485.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",83.0,20.0,7.34,0.33,5.48,0.0,6.86,1.0,0.0,1718.0,1079.0,16.0,154.0,0.0,469.0,0.24096385542168675,0.012048192771084338,1718.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",50.0,8.0,4.18,0.9,2.52,0.0,0.39,1.0,0.0,599.0,281.0,206.0,96.0,0.0,16.0,0.16,0.02,599.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",93.0,20.0,7.36,0.0,9.1,0.0,3.54,10.0,0.0,1092.0,487.0,0.0,372.0,0.0,233.0,0.21505376344086022,0.10752688172043011,1092.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",120.0,38.0,11.72,2.24,20.63,0.0,3.41,6.0,0.0,1578.0,630.0,223.0,610.0,0.0,115.0,0.31666666666666665,0.05,1578.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",186.0,39.0,17.25,0.0,10.72,0.48,10.55,11.0,0.0,3776.0,1842.0,0.0,671.0,90.0,1173.0,0.20967741935483872,0.05913978494623656,3776.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2056.0,339.0,101.78,9.83,131.09,0.0,96.3,164.0,8.0,31737.0,11239.0,672.0,10642.0,0.0,9184.0,0.16488326848249027,0.07976653696498054,31737.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",70.0,4.0,3.8,0.0,0.03,0.0,0.17,0.0,0.0,622.0,600.0,0.0,14.0,0.0,8.0,0.05714285714285714,0.0,622.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",71.0,22.0,10.18,0.9,5.92,0.0,4.99,0.0,0.0,1028.0,389.0,32.0,216.0,0.0,391.0,0.30985915492957744,0.0,1028.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",94.0,15.0,3.93,0.0,6.92,0.0,4.15,0.0,0.0,526.0,154.0,0.0,206.0,0.0,166.0,0.1595744680851064,0.0,526.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3293.0,581.0,151.2,31.22,233.85,0.0,164.73,309.0,37.0,58135.0,18729.0,5108.0,19950.0,0.0,14348.0,0.17643486182812027,0.09383540844215002,58135.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62.0,7.0,4.79,0.0,1.21,0.0,1.0,0.0,0.0,1065.0,870.0,0.0,54.0,0.0,141.0,0.11290322580645161,0.0,1065.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",36.0,6.0,1.58,0.0,2.35,0.0,2.07,2.0,0.0,1536.0,989.0,0.0,141.0,0.0,406.0,0.16666666666666666,0.05555555555555555,1536.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",75.0,15.0,6.07,0.0,4.63,0.0,4.31,3.0,0.0,965.0,357.0,0.0,169.0,0.0,439.0,0.2,0.04,965.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",124.0,27.0,11.94,2.78,4.38,0.0,7.9,0.0,0.0,1952.0,1162.0,182.0,160.0,0.0,448.0,0.21774193548387097,0.0,1952.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",231.0,55.0,25.73,1.0,12.67,0.0,15.6,22.0,2.0,4947.0,1883.0,40.0,667.0,0.0,2357.0,0.23809523809523808,0.09523809523809523,4947.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",52.0,8.0,3.85,0.0,1.75,0.0,2.4,0.0,0.0,562.0,327.0,0.0,54.0,0.0,181.0,0.15384615384615385,0.0,562.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",83.0,19.0,6.65,0.0,1.92,0.0,10.43,0.0,0.0,1126.0,594.0,0.0,85.0,0.0,447.0,0.2289156626506024,0.0,1126.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",107.0,31.0,18.09,1.61,6.15,0.0,5.16,0.0,1.0,1771.0,1139.0,53.0,218.0,0.0,361.0,0.2897196261682243,0.0,1771.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",79.0,15.0,3.34,1.34,7.14,0.0,3.18,9.0,0.0,1575.0,285.0,599.0,478.0,0.0,213.0,0.189873417721519,0.11392405063291139,1575.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",617.0,89.0,38.23,1.49,20.4,0.0,28.87,6.0,0.0,7483.0,3562.0,65.0,775.0,0.0,3081.0,0.14424635332252836,0.009724473257698542,7483.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",93.0,25.0,5.75,0.0,14.93,0.0,4.31,6.0,0.0,1748.0,425.0,0.0,816.0,0.0,507.0,0.26881720430107525,0.06451612903225806,1748.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",52.0,15.0,4.6,0.0,3.98,0.0,6.42,0.0,0.0,1373.0,483.0,0.0,227.0,0.0,663.0,0.28846153846153844,0.0,1373.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",37.0,9.0,4.0,1.0,1.93,0.0,2.07,7.0,0.0,1563.0,608.0,507.0,272.0,0.0,176.0,0.24324324324324326,0.1891891891891892,1563.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",91.0,13.0,1.18,0.0,7.71,0.0,4.11,6.0,0.0,796.0,112.0,0.0,457.0,0.0,227.0,0.14285714285714285,0.06593406593406594,796.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",284.0,47.0,14.02,0.62,13.27,0.0,19.09,21.0,1.0,4695.0,1499.0,16.0,1070.0,0.0,2110.0,0.16549295774647887,0.07394366197183098,4695.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26.0,5.0,3.31,0.0,1.0,0.0,0.69,3.0,0.0,230.0,178.0,0.0,18.0,0.0,34.0,0.19230769230769232,0.11538461538461539,230.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",26.0,9.0,4.72,0.47,0.51,0.0,3.3,2.0,0.0,759.0,455.0,8.0,34.0,0.0,262.0,0.34615384615384615,0.07692307692307693,759.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",247.0,46.0,11.32,2.59,14.68,0.0,17.41,18.0,0.0,3435.0,776.0,179.0,963.0,0.0,1517.0,0.1862348178137652,0.0728744939271255,3435.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",126.0,15.0,8.48,0.0,0.9,0.0,5.62,6.0,0.0,1248.0,821.0,0.0,22.0,0.0,405.0,0.11904761904761904,0.047619047619047616,1248.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",170.0,24.0,10.44,1.0,6.82,0.0,5.74,24.0,0.0,3801.0,1858.0,346.0,887.0,0.0,710.0,0.1411764705882353,0.1411764705882353,3801.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",499.0,91.0,33.43,0.83,21.64,0.0,35.09,50.0,1.0,8063.0,3423.0,103.0,942.0,0.0,3595.0,0.18236472945891782,0.10020040080160321,8063.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",309.0,49.0,13.25,1.0,16.73,0.0,18.02,19.0,0.0,3715.0,1112.0,146.0,833.0,0.0,1624.0,0.15857605177993528,0.061488673139158574,3715.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",88.0,15.0,7.77,1.0,4.24,0.0,2.0,1.0,0.0,692.0,448.0,26.0,134.0,0.0,84.0,0.17045454545454544,0.011363636363636364,692.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",250.0,33.0,9.39,3.37,6.5,0.0,13.75,18.0,0.0,2607.0,1089.0,225.0,228.0,0.0,1065.0,0.132,0.072,2607.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",183.0,37.0,5.04,0.82,13.51,0.0,17.63,16.0,1.0,3838.0,564.0,118.0,717.0,0.0,2439.0,0.20218579234972678,0.08743169398907104,3838.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,0.25,0.0,32.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",95.0,17.0,7.7,0.92,5.93,0.0,2.45,0.0,0.0,560.0,172.0,22.0,211.0,0.0,155.0,0.17894736842105263,0.0,560.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",140.0,18.0,7.59,0.46,6.02,0.0,3.92,19.0,0.0,1367.0,449.0,44.0,568.0,0.0,306.0,0.12857142857142856,0.1357142857142857,1367.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",223.0,31.0,17.04,0.0,4.08,0.0,9.88,13.0,0.0,1586.0,792.0,0.0,148.0,0.0,646.0,0.13901345291479822,0.05829596412556054,1586.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",149.0,19.0,9.11,0.42,4.78,0.0,4.7,0.0,0.0,1536.0,1023.0,48.0,185.0,0.0,280.0,0.12751677852348994,0.0,1536.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",103.0,12.0,6.21,1.13,3.39,0.0,1.27,2.0,0.0,818.0,477.0,52.0,166.0,0.0,123.0,0.11650485436893204,0.019417475728155338,818.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",218.0,45.0,13.85,0.27,13.79,0.0,17.09,8.0,2.0,3524.0,1020.0,29.0,576.0,0.0,1899.0,0.20642201834862386,0.03669724770642202,3524.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",87.0,19.0,8.36,1.9,2.94,0.0,5.8,0.0,0.0,886.0,339.0,187.0,109.0,0.0,251.0,0.21839080459770116,0.0,886.0,2022-07-01
2022,7,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",111.0,15.0,7.77,1.37,2.5,0.0,3.37,1.0,0.0,951.0,538.0,115.0,167.0,0.0,131.0,0.13513513513513514,0.009009009009009009,951.0,2022-07-01
2022,7,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",249.0,92.0,33.84,0.3,10.52,0.0,47.35,2.0,0.0,6582.0,1807.0,8.0,388.0,0.0,4379.0,0.36947791164658633,0.008032128514056224,6582.0,2022-07-01
2022,7,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",79.0,32.0,10.23,2.28,3.58,0.22,15.7,3.0,0.0,2806.0,1036.0,181.0,120.0,19.0,1450.0,0.4050632911392405,0.0379746835443038,2806.0,2022-07-01
2022,7,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",93.0,25.0,10.66,0.0,7.93,0.0,6.41,0.0,1.0,2454.0,1089.0,0.0,309.0,0.0,1056.0,0.26881720430107525,0.0,2454.0,2022-07-01
2022,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",524.0,212.0,67.48,9.78,38.84,0.09,95.82,11.0,0.0,15548.0,5336.0,946.0,1617.0,10.0,7639.0,0.40458015267175573,0.02099236641221374,15548.0,2022-07-01
2022,7,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1430.0,509.0,172.67,14.37,144.4,1.64,175.93,44.0,1.0,36903.0,15598.0,1131.0,6230.0,40.0,13904.0,0.3559440559440559,0.03076923076923077,36903.0,2022-07-01
2022,7,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",31.0,12.0,5.99,0.0,0.59,0.0,5.42,1.0,0.0,578.0,345.0,0.0,27.0,0.0,206.0,0.3870967741935484,0.03225806451612903,578.0,2022-07-01
2022,7,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",84.0,38.0,13.8,3.71,5.68,0.0,14.81,2.0,1.0,2180.0,595.0,332.0,199.0,0.0,1054.0,0.4523809523809524,0.023809523809523808,2180.0,2022-07-01
2022,7,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",384.0,137.0,41.17,8.49,15.34,0.13,71.87,13.0,0.0,9895.0,2877.0,681.0,624.0,12.0,5701.0,0.3567708333333333,0.033854166666666664,9895.0,2022-07-01
2022,7,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",62.0,18.0,3.91,0.0,2.37,0.0,11.73,2.0,0.0,1153.0,174.0,0.0,85.0,0.0,894.0,0.2903225806451613,0.03225806451612903,1153.0,2022-07-01
2022,7,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",55.0,31.0,9.28,1.0,9.56,0.15,11.02,0.0,3.0,2140.0,629.0,52.0,301.0,6.0,1152.0,0.5636363636363636,0.0,2140.0,2022-07-01
2022,7,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",519.0,197.0,63.63,6.28,36.29,0.0,90.81,18.0,0.0,14834.0,5910.0,520.0,1436.0,0.0,6968.0,0.37957610789980734,0.03468208092485549,14834.0,2022-07-01
